app,message_type,window,avg_volume,total_volume,trend_direction,growth_rate_pct,volatility,slope,data_points,min_volume,max_volume,median_volume
APP_07,MX7209,2_weeks,18733402.5,37466805,increasing,5.303658881266501,0.02583324091819412,967889.0,2,18249458,19217347,18733402.5
APP_07,MX7209,1_month,18386037.5,73544150,stable,3.851336621361688,0.04293651201035132,199081.4,4,17160675,19217347,18583064.0
APP_07,MX7209,3_months,22888952.692307692,297556385,increasing,18.81069451129498,0.49596660027479106,-43715.39560439565,13,17160675,61895622,19630340.0
APP_07,MX7209,6_months,22560107.384615384,586562792,stable,2.9584043097009984,0.4607316439273192,83591.59111111109,26,15971059,61895622,19666779.0
APP_07,MX7209,9_months,21459278.410256412,836911858,increasing,17.604348708452253,0.40599743859696474,145545.27591093117,39,15828235,61895622,19630340.0
APP_07,MX7209,12_months,21038823.884615384,1094018842,increasing,15.588885382290742,0.3624705880139159,96318.2620165628,52,15828235,61895622,19650600.0
APP_07,MX7209,18_months,21128207.269230768,1648000167,stable,3.183814723188184,0.34459781502878223,21688.435678245805,78,15828235,61895622,19650600.0
APP_13,MX2604,2_weeks,19225181.0,38450362,decreasing,-22.61815445730547,0.1275111011958743,-4902848.0,2,16773757,21676605,19225181.0
APP_13,MX2604,1_month,19197199.25,76788797,stable,0.2919446242393567,0.0917437522612407,-380088.7,4,16773757,21676605,19169217.5
APP_13,MX2604,3_months,19995431.846153848,259940614,decreasing,-13.721118305481678,0.10140357973828253,-271780.2472527473,13,16773757,23378991,20225043.0
APP_13,MX2604,6_months,21884635.03846154,569000511,decreasing,-15.893127344179497,0.4069358650055775,-361841.756923077,26,13860545,56827549,20318684.5
APP_13,MX2604,9_months,21232439.897435896,828065156,decreasing,-13.6862529816487,0.34707173003501124,-34490.51133603239,39,13860545,56827549,20225043.0
APP_13,MX2604,12_months,20811251.03846154,1082185054,increasing,10.876393056133024,0.31573264314765265,23677.383761632376,52,13860545,56827549,19940797.5
APP_13,MX2604,18_months,21126670.217948716,1647880277,stable,1.006328718350133,0.3195490592532989,-18304.536058877824,78,13860545,56827549,20176867.0
APP_13,CUSTOM_039,2_weeks,17171119.5,34342239,decreasing,-8.278571050544835,0.043180207324280746,-1482905.0,2,16429667,17912572,17171119.5
APP_13,CUSTOM_039,1_month,18434617.75,73738471,decreasing,-12.828620259927396,0.08428253959795033,-950718.1,4,16429667,20739971,18284416.5
APP_13,CUSTOM_039,3_months,22162458.923076924,288111966,decreasing,-23.635060448933494,0.3238122903946351,-615015.6318681318,13,16429667,45943779,20179877.0
APP_13,CUSTOM_039,6_months,21292553.96153846,553606403,increasing,8.519021812875128,0.28029772185770263,66237.59965811968,26,16429667,45943779,19558925.0
APP_13,CUSTOM_039,9_months,20582937.256410256,802734553,increasing,16.844942124802387,0.2794868787269956,91695.98400809716,39,2333636,45943779,20070886.0
APP_13,CUSTOM_039,12_months,20504995.769230768,1066259780,increasing,7.988443622404927,0.24605444341575616,43079.822248783414,52,2333636,45943779,20077341.0
APP_13,CUSTOM_039,18_months,20180339.692307692,1574066496,stable,4.071218660783506,0.26596777550093226,41074.69006942426,78,2299686,45943779,19913976.0
APP_16,MX1964,2_weeks,27408016.0,54816032,increasing,119.5249470752141,0.3740707827958069,20505076.0,2,17155478,37660554,27408016.0
APP_16,MX1964,1_month,23282448.75,93129795,increasing,43.071386645054936,0.35977058427864317,5134535.5,4,17155478,37660554,19156881.5
APP_16,MX1964,3_months,21538063.769230768,279994829,stable,-1.0118902021213854,0.2531773929080495,320700.55494505493,13,17141841,37660554,20239011.0
APP_16,MX1964,6_months,20642159.846153848,536696156,increasing,9.074165012010232,0.3840349868960623,11162.659145299063,26,4424915,49727893,19719168.5
APP_16,MX1964,9_months,21025001.384615384,819975054,decreasing,-11.202386266286776,0.37791134116744995,-27766.479757085046,39,4424915,49727893,19581955.0
APP_16,MX1964,12_months,21174251.480769232,1101061077,stable,-4.902637277840301,0.40693312043055097,-14140.645564757104,52,4424915,57055988,19298977.0
APP_16,MX1964,18_months,20597719.53846154,1606622124,stable,4.236713676439422,0.34679552673487096,24967.690309690315,78,4424915,57055988,19579391.0
APP_22,MT106,2_weeks,20345576.5,40691153,decreasing,-9.412636600523625,0.04938751674104688,-2009635.0,2,19340759,21350394,20345576.5
APP_22,MT106,1_month,19258291.25,77033165,increasing,11.967254317124764,0.06750265670212799,684213.5,4,18094262,21350394,18794254.5
APP_22,MT106,3_months,18636290.46153846,242271776,stable,4.015665369911038,0.26522949808060226,-90516.54395604397,13,3741712,24857802,19340759.0
APP_22,MT106,6_months,19927186.230769232,518106842,decreasing,-12.167883687420662,0.49140537903498777,-270752.6222222221,26,3741712,50674521,18709703.5
APP_22,MT106,9_months,20615819.615384616,804016965,decreasing,-16.070731997378658,0.4356301541965078,-167103.87307692305,39,3741712,50674521,19403226.0
APP_22,MT106,12_months,20266871.75,1053877331,stable,-3.2968682229901507,0.3875377632168609,-40905.00704345599,52,3741712,50674521,19409620.0
APP_22,MT106,18_months,20206902.384615384,1576138386,stable,4.1308974382152375,0.32367500787639136,-3281.8842676311006,78,3741712,50674521,19633349.0
APP_24,MT320,2_weeks,21175309.0,42350618,stable,-0.9760630566303422,0.004904249567267235,-207698.0,2,21071460,21279158,21175309.0
APP_24,MT320,1_month,20245071.25,80980285,increasing,9.632366232926625,0.04648491791670675,757965.1,4,19142110,21279158,20279508.5
APP_24,MT320,3_months,19954304.230769232,259405955,stable,-4.953090759422504,0.07698160606625222,-19100.417582417584,13,16310878,22551863,19614162.0
APP_24,MT320,6_months,20520203.307692308,533525286,decreasing,-5.367507627544873,0.11228306293442747,-89810.16957264957,26,14615907,26586908,20495824.5
APP_24,MT320,9_months,20177096.230769232,786906753,stable,1.2608754575252754,0.10421316778304877,12161.602024291498,39,14615907,26586908,19830698.0
APP_24,MT320,12_months,20462533.019230768,1064051717,stable,0.5652602443100478,0.13917854732135176,-20080.615171177327,52,14615907,34339023,19809743.5
APP_24,MT320,18_months,20354237.551282052,1587630529,stable,-1.7255667202768266,0.1279974305728565,2022.043993980703,78,14615907,34339023,19868279.5
APP_19,MT967,2_weeks,19531615.0,39063230,increasing,34.89274749536101,0.14854757274296057,5802748.0,2,16630241,22432989,19531615.0
APP_19,MT967,1_month,19561727.0,78246908,stable,-0.3073932977909833,0.11050635621662921,363720.4,4,16630241,22432989,19591839.0
APP_19,MT967,3_months,21983012.692307692,285779165,stable,-2.5345033345285284,0.3818953123844391,236097.61538461535,13,15550849,46283150,18629515.0
APP_19,MT967,6_months,20092917.076923076,522415844,increasing,20.767062066485483,0.3144713497056186,255497.5664957265,26,15333874,46283150,18251121.0
APP_19,MT967,9_months,19657739.46153846,766651839,increasing,10.719288269955788,0.2704685675469475,121102.31093117407,39,15333874,46283150,18550143.0
APP_19,MT967,12_months,20063105.115384616,1043281466,stable,0.2976241730155926,0.28176995079369044,2984.7010159651772,52,15333874,46283150,19056386.5
APP_19,MT967,18_months,20188810.5,1574727219,decreasing,-5.126197632701062,0.32009518722454877,3108.2307692307695,78,6347250,56301434,19189436.5
APP_07,MT195,2_weeks,18474234.0,36948468,stable,-0.05070642931006949,0.0002535964414004932,-9370.0,2,18469549,18478919,18474234.0
APP_07,MT195,1_month,15432031.25,61728125,increasing,49.10806876786067,0.3890919751446942,3897031.9,4,5068795,19710862,18474234.0
APP_07,MT195,3_months,18083865.615384616,235090253,decreasing,-5.2613186274929,0.24428231456717825,-212825.010989011,13,5068795,23775374,18478919.0
APP_07,MT195,6_months,18548404.230769232,482258510,stable,-4.886551431238201,0.18771273360285426,-92705.41128205128,26,5068795,23775374,19062044.0
APP_07,MT195,9_months,19185358.282051284,748228973,decreasing,-8.780281404538766,0.30646558527349294,-116975.57854251012,39,4353465,47201580,19382291.0
APP_07,MT195,12_months,20485857.903846152,1065264611,decreasing,-17.28070955470155,0.39304873062926726,-149606.31772389653,52,4353465,52302396,19358547.0
APP_07,MT195,18_months,19994162.423076924,1559544669,decreasing,-7.775853876738005,0.34738495114796325,-19831.84108296767,78,2117980,52302396,19616843.5
APP_12,MX3646,2_weeks,18315886.5,36631773,increasing,6.502390869642473,0.031488211067479586,1153469.0,2,17739152,18892621,18315886.5
APP_12,MX3646,1_month,18538032.25,74152129,stable,-2.3682691070415216,0.03876689454711063,-217499.3,4,17739152,19535826,18438575.5
APP_12,MX3646,3_months,17904723.307692308,232761403,decreasing,-10.709404019026742,0.21546721868494423,-93081.97802197804,13,5451209,21136314,18518698.0
APP_12,MX3646,6_months,18766774.576923076,487936139,decreasing,-8.783523538160932,0.18543291434509407,-81155.47863247861,26,5451209,27518034,19039654.0
APP_12,MX3646,9_months,19170936.846153848,747666537,stable,-2.877471652337906,0.16932412780250564,-55666.90829959515,39,5451209,27518034,19359793.0
APP_12,MX3646,12_months,21116387.057692308,1098052127,decreasing,-20.02567567529472,0.3640811505509082,-179681.0988218219,52,5451209,52518336,19677559.0
APP_12,MX3646,18_months,20398318.602564104,1591068851,decreasing,-11.351139949563853,0.3402012056778042,-16448.72602081463,78,3329167,52518336,19259286.0
APP_23,MT573,2_weeks,18356452.5,36712905,increasing,32.025058240254154,0.13802413619951895,5067267.0,2,15822819,20890086,18356452.5
APP_23,MT573,1_month,17478721.0,69914884,increasing,10.574447986970897,0.1251714412633056,954893.4,4,15330897,20890086,16846950.5
APP_23,MT573,3_months,19735668.076923076,256563685,decreasing,-11.535858914948038,0.11196312003294118,-365714.98351648357,13,15330897,22707154,20126235.0
APP_23,MT573,6_months,20070273.346153848,521827107,stable,-3.2796594925929963,0.15736943242947313,-84087.01641025643,26,14627161,30936442,20479872.0
APP_23,MT573,9_months,19517312.948717948,761175205,stable,1.314409266413613,0.14657060484057702,34697.54979757084,39,14627161,30936442,19626245.0
APP_23,MT573,12_months,19839490.653846152,1031653514,stable,2.3538796412324876,0.13177804665107076,-11195.732860923757,52,14627161,30936442,19962804.0
APP_23,MT573,18_months,19727350.435897436,1538733334,stable,-2.1069709631959954,0.12080506699150587,2750.8639208892387,78,14034132,30936442,19750432.0
